Tier,Genre,Ethnicity,Client_Tag,Creator_Name,TikTok_URL,HitVideos_URL,Hit_Keywords,Followers,Hit_Videos,Median_Views,Engagement_Rate,Vibe_Cluster_Hint,Region_Type
B,EXPERIENCE,ASIA,tokyosauna,filstalwelle,https://www.tiktok.com/@filstalwelle,https://www.tiktok.com/@filstalwelle/video/7579940991226891542,Tattoo Friendly Sauna Info,3869,1,174900,0.97,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,dellanieherewini,https://www.tiktok.com/@dellanieherewini,https://www.tiktok.com/@dellanieherewini/video/7486859748701195538,Best Wellness Tokyo,1801,1,45700,0.96,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,shujinkouuu,https://www.tiktok.com/@shujinkouuu,https://www.tiktok.com/@shujinkouuu/video/7597397586433019154,Daikoku PA,1171,1,18900,0.96,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,_fhebbybrns_on.ig,https://www.tiktok.com/@_fhebbybrns_on.ig,https://www.tiktok.com/@_fhebbybrns_on.ig/video/7576018056040713492,Luxury Spa Japan,3152,1,95700,0.95,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,myeverydaylifestyle_,https://www.tiktok.com/@myeverydaylifestyle_,https://www.tiktok.com/@myeverydaylifestyle_/video/7498924916654296362,Tokyo Drift Real Life,657200,1,5906,0.93,General,Global
B,EXPERIENCE,ASIA,creha,el.martinez5670,https://www.tiktok.com/@el.martinez5670,https://www.tiktok.com/@el.martinez5670/video/7590409832063077646,JDM Tokyo,4961,1,103500,0.93,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,vikingintokyo,https://www.tiktok.com/@vikingintokyo,https://www.tiktok.com/@vikingintokyo/video/7594421053519072533,Tokyo Car Meet,927,1,10600,0.92,Urban/Street,Global
B,EXPERIENCE,ASIA,creha,hanavocado_,https://www.tiktok.com/@hanavocado_,https://www.tiktok.com/@hanavocado_/video/7570844643114405137,Tokyo Drift Real Life,1400000,1,2000000,0.91,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,monicaxguan,https://www.tiktok.com/@monicaxguan,https://www.tiktok.com/@monicaxguan/video/7492818934438087958,#japanesecountryside,2194,1,30700,0.9,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,titorapetti,https://www.tiktok.com/@titorapetti,https://www.tiktok.com/@titorapetti/video/7592817116164705558,Tokyo Solo Travel Men,18200,1,223800,0.88,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,amire_eyelash,https://www.tiktok.com/@amire_eyelash,https://www.tiktok.com/@amire_eyelash/video/7510180741209328914,PrivateSalonTokyo,208,1,81900,0.88,General,Tabinaka (JP focus)
B,TRAVEL,ASIA,nots,ymh_films_,https://www.tiktok.com/@ymh_films_,https://www.tiktok.com/@ymh_films_/video/7520585830499486984,#japanitinerary,104300,1,1000000,0.88,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,maaaily03,https://www.tiktok.com/@maaaily03,https://www.tiktok.com/@maaaily03/video/7535568733654306070,Tokyo Drift Real Life,3492,1,9490,0.87,Urban/Street,Global
B,BEAUTY,ASIA,cafune,szubinails,https://www.tiktok.com/@szubinails,https://www.tiktok.com/@szubinails/video/7562972363554409750,JapaneseManicure,6796,1,30800,0.87,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,titorapetti,https://www.tiktok.com/@titorapetti,https://www.tiktok.com/@titorapetti/video/7592817116164705558,Tokyo Solo Female Travel,18200,1,237300,0.87,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,choui77,https://www.tiktok.com/@choui77,https://www.tiktok.com/@choui77/video/7598149597269216533,#hiddengemsjapan,2421,1,390900,0.86,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,hamoni_trip,https://www.tiktok.com/@hamoni_trip,https://www.tiktok.com/@hamoni_trip/video/7584011000886742290,#hiddengemsjapan,8721,1,2500000,0.86,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,malloryinjapan,https://www.tiktok.com/@malloryinjapan,https://www.tiktok.com/@malloryinjapan/video/7576991740201078023,PrivateSalonTokyo,4527,1,13700,0.85,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,hina_1515,https://www.tiktok.com/@hina_1515,https://www.tiktok.com/@hina_1515/video/7596789571547942151,Tokyo Night Drive,117,1,397300,0.84,General,Tabimae (US focus)
B,EXPERIENCE,AMERICA,creha,wowfaktajepang,https://www.tiktok.com/@wowfaktajepang,https://www.tiktok.com/@wowfaktajepang/video/7595871488754945297,Tokyo Drift Real Life,4140,1,17300,0.83,General,Tabimae (US focus)
B,BEAUTY,ASIA,cafune,tomotravelifejp,https://www.tiktok.com/@tomotravelifejp,https://www.tiktok.com/@tomotravelifejp/video/7596214657409502484,Tokyo Travel Itinerary Beauty,48000,1,145300,0.83,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,hannahlmhh,https://www.tiktok.com/@hannahlmhh,https://www.tiktok.com/@hannahlmhh/video/7571084281288658194,Authentic Tokyo Experience,573,1,6857,0.83,Hidden Gem,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,harriethapra,https://www.tiktok.com/@harriethapra,https://www.tiktok.com/@harriethapra/video/7536007192433020178,Tokyo Gamers Guide,89900,1,288200,0.83,Traditional/Zen,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,walkeveryday.japan,https://www.tiktok.com/@walkeveryday.japan,https://www.tiktok.com/@walkeveryday.japan/video/7586259786107194646,#japanesestreet,14300,1,52200,0.81,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,selaguia,https://www.tiktok.com/@selaguia,https://www.tiktok.com/@selaguia/video/7602484643446754581,Tokyo Nail Salon English Speaking,654100,1,148400,0.81,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,thefoodinbox,https://www.tiktok.com/@thefoodinbox,https://www.tiktok.com/@thefoodinbox/video/7485276833718488328,Akihabara Hidden Gems,70300,1,202000,0.8,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,dotsemau,https://www.tiktok.com/@dotsemau,https://www.tiktok.com/@dotsemau/video/7545845388201266440,Family Friendly Japan,12700,1,555400,0.79,Hidden Gem,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,karinaundsamir,https://www.tiktok.com/@karinaundsamir,https://www.tiktok.com/@karinaundsamir/video/7596644830567075104,Tokyo Drift Real Life,150700,1,75400,0.79,General,Global
B,EXPERIENCE,ASIA,tokyosauna,jessicaa.yount,https://www.tiktok.com/@jessicaa.yount,https://www.tiktok.com/@jessicaa.yount/video/7570189872116337933,Late Night Things To Do,96500,1,46300,0.79,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,graziyamashita_,https://www.tiktok.com/@graziyamashita_,https://www.tiktok.com/@graziyamashita_/video/7613739545237933333,#povjapan,613800,1,351200,0.78,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,swechchha_thapa,https://www.tiktok.com/@swechchha_thapa,https://www.tiktok.com/@swechchha_thapa/video/7591393319733742856,Family Friendly Japan,29800,1,45200,0.78,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,ferry_1997_,https://www.tiktok.com/@ferry_1997_,https://www.tiktok.com/@ferry_1997_/video/7557375995150388498,Tokyo Night Drive,15600,1,196800,0.78,Urban/Street,Global
B,FOOD,ASIA,zstea,carly_shapiro,https://www.tiktok.com/@carly_shapiro,https://www.tiktok.com/@carly_shapiro/video/7487589039428635950,Wagyu Burger Tokyo Review,147700,1,11400,0.78,Luxury,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,amechimadu,https://www.tiktok.com/@amechimadu,https://www.tiktok.com/@amechimadu/video/7603642093092883734,Tokyo Jet Lag Cure,231400,1,45400,0.77,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,anime_dictionary,https://www.tiktok.com/@anime_dictionary,https://www.tiktok.com/@anime_dictionary/video/7502020683052977430,#animelocations,37200,1,824600,0.77,Kawaii,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,gotvnews_redaksi,https://www.tiktok.com/@gotvnews_redaksi,https://www.tiktok.com/@gotvnews_redaksi/video/7596269149526002965,Tokyo Drift Real Life,113700,1,49700,0.76,General,Tabimae (US focus)
B,LIFESTYLE,ASIA,nots,youngzayhanort,https://www.tiktok.com/@youngzayhanort,https://www.tiktok.com/@youngzayhanort/video/7592672196061859085,#animelocations,338,1,68900,0.75,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,hairstylistintoky,https://www.tiktok.com/@hairstylistintoky,https://www.tiktok.com/@hairstylistintoky/video/7572018043862125844,"PrivateSalonTokyo, English Friendly Tokyo Guide",1046,1,5967,0.75,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,itsjamie28,https://www.tiktok.com/@itsjamie28,https://www.tiktok.com/@itsjamie28/video/7578539804674116877,Late Night Things To Do,818,1,27600,0.75,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,1955american,https://www.tiktok.com/@1955american,https://www.tiktok.com/@1955american/video/7560328021614333204,Daikoku PA,305,1,241400,0.74,General,Tabimae (US focus)
B,EXPERIENCE,ASIA,tokyosauna,tonyozkan,https://www.tiktok.com/@tonyozkan,https://www.tiktok.com/@tonyozkan/video/7580706187201563911,Tokyo Solo Travel Men,1400000,1,143400,0.74,General,Tabinaka (JP focus)
B,FOOD,ASIA,zstea,japanesefoods_,https://www.tiktok.com/@japanesefoods_,https://www.tiktok.com/@japanesefoods_/video/7548044535125773585,Wagyu Burger Tokyo Review,1200000,1,522500,0.73,Luxury,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,lockounn,https://www.tiktok.com/@lockounn,https://www.tiktok.com/@lockounn/video/7588695990908013832,Tokyo Travel Itinerary Beauty,10500,1,65800,0.72,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,tokyohobbycenter,https://www.tiktok.com/@tokyohobbycenter,https://www.tiktok.com/@tokyohobbycenter/video/7551035165519170833,Akihabara Hidden Gems,24300,1,281600,0.71,General,Tabimae (US focus)
B,LIFESTYLE,ASIA,nots,imenj.photography,https://www.tiktok.com/@imenj.photography,https://www.tiktok.com/@imenj.photography/video/7605240566300986645,#japanesestreet,29400,1,732700,0.7,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,abbieafk,https://www.tiktok.com/@abbieafk,https://www.tiktok.com/@abbieafk/video/7580293028326247687,Tokyo Solo Travel Men,198,1,154600,0.67,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,alicewillsher,https://www.tiktok.com/@alicewillsher,https://www.tiktok.com/@alicewillsher/video/7500123427529870610,Tokyo Solo Female Travel,128,1,959300,0.67,Luxury,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,snipercity60,https://www.tiktok.com/@snipercity60,https://www.tiktok.com/@snipercity60/video/7599177796677684487,Tokyo Drift Real Life,12,1,18800,0.67,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,gelodarii,https://www.tiktok.com/@gelodarii,https://www.tiktok.com/@gelodarii/video/7603168449640074504,Tokyo Jet Lag Cure,663,1,19900,0.66,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,keiji.life,https://www.tiktok.com/@keiji.life,https://www.tiktok.com/@keiji.life/video/7529566143237983519,#japansliceoflife,53100,1,1000000,0.66,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,japanesegiftpacking,https://www.tiktok.com/@japanesegiftpacking,https://www.tiktok.com/@japanesegiftpacking/video/7580733710866156855,Japan Gift Ideas,61500,1,34100000,0.65,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,ladob312,https://www.tiktok.com/@ladob312,https://www.tiktok.com/@ladob312/video/7566403956277021970,#povjapan,4472,1,24900,0.65,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,arttt.inspo,https://www.tiktok.com/@arttt.inspo,https://www.tiktok.com/@arttt.inspo/video/7498058022565006614,Tokyo Game Hunting,231000,1,19900,0.64,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,tokyocarspotsu,https://www.tiktok.com/@tokyocarspotsu,https://www.tiktok.com/@tokyocarspotsu/video/7593726306332822792,"JDM Tokyo, Tokyo Car Meet",9564,1,11900,0.63,General,Tabimae (US focus)
B,LIFESTYLE,ASIA,nots,schyler.reighn,https://www.tiktok.com/@schyler.reighn,https://www.tiktok.com/@schyler.reighn/video/7609289369152670996,#japansliceoflife,25600,1,81400,0.63,Traditional/Zen,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,themotocode,https://www.tiktok.com/@themotocode,https://www.tiktok.com/@themotocode/video/7572163296267160854,Tokyo Drift Real Life,211500,1,360100,0.62,General,Tabimae (US focus)
B,LIFESTYLE,ASIA,nots,husaiclips,https://www.tiktok.com/@husaiclips,https://www.tiktok.com/@husaiclips/video/7546797249368509718,#japanesestreet,10100,1,526700,0.61,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,crazyberry111,https://www.tiktok.com/@crazyberry111,https://www.tiktok.com/@crazyberry111/video/7532697950187834632,#povjapan,2663,1,8500000,0.6,Cinematic,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,hollowsinisterr,https://www.tiktok.com/@hollowsinisterr,https://www.tiktok.com/@hollowsinisterr/video/7612263314122558723,#povjapan,25000,1,293900,0.6,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,4kingsgotclip,https://www.tiktok.com/@4kingsgotclip,https://www.tiktok.com/@4kingsgotclip/video/7545493449768815880,Tokyo Gamers Guide,21000,1,146400,0.59,General,Tabimae (US focus)
B,EXPERIENCE,AMERICA,creha,geosynthoff,https://www.tiktok.com/@geosynthoff,https://www.tiktok.com/@geosynthoff/video/7543606017532202262,Tokyo Night Drive,105,1,28300,0.59,Cinematic,Global
B,EXPERIENCE,AMERICA,creha,kubaadrianoo,https://www.tiktok.com/@kubaadrianoo,https://www.tiktok.com/@kubaadrianoo/video/7562231277416434966,JDM Tokyo,1014,1,215600,0.59,Vlog,Global
B,EXPERIENCE,ASIA,tokyosauna,ayaaaaa029,https://www.tiktok.com/@ayaaaaa029,https://www.tiktok.com/@ayaaaaa029/video/7598519529119026450,Best Wellness Tokyo,95200,1,51100,0.59,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,nicole.novahair,https://www.tiktok.com/@nicole.novahair,https://www.tiktok.com/@nicole.novahair/video/7491400801726876970,JapaneseManicure,66,1,26800,0.59,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,user637330140110,https://www.tiktok.com/@user637330140110,https://www.tiktok.com/@user637330140110/video/7613773174806727949,#povjapan,13800,1,24900,0.59,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,kotaro_ibaraki,https://www.tiktok.com/@kotaro_ibaraki,https://www.tiktok.com/@kotaro_ibaraki/video/7603663919575469332,Tokyo Night Drive,3413,1,26900,0.57,General,Global
B,EXPERIENCE,ASIA,tokyosauna,faerysunshine,https://www.tiktok.com/@faerysunshine,https://www.tiktok.com/@faerysunshine/video/7487345334566292778,Tattoo Friendly Sauna Info,50500,1,37900,0.57,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,tosienpoyyy,https://www.tiktok.com/@tosienpoyyy,https://www.tiktok.com/@tosienpoyyy/video/7526136635528957206,#japanesestreet,387,1,152700,0.57,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,tokyogamingph,https://www.tiktok.com/@tokyogamingph,https://www.tiktok.com/@tokyogamingph/video/7579570072453156117,Tokyo Gamers Guide,1100000,1,1000000,0.53,General,Tabimae (US focus)
B,EXPERIENCE,AMERICA,creha,vaulthim,https://www.tiktok.com/@vaulthim,https://www.tiktok.com/@vaulthim/video/7581167642246008094,Tokyo Night Drive,516,1,10600,0.52,General,Global
B,TRAVEL,ASIA,nots,liinndddi,https://www.tiktok.com/@liinndddi,https://www.tiktok.com/@liinndddi/video/7538088633388043575,#japantravelguide,36100,1,28600000,0.52,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,soshell_uk,https://www.tiktok.com/@soshell_uk,https://www.tiktok.com/@soshell_uk/video/7496167761517759766,JapaneseManicure,1396,1,59900,0.52,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,abandonedplaces23,https://www.tiktok.com/@abandonedplaces23,https://www.tiktok.com/@abandonedplaces23/video/7559928572413070614,"Japan Retro Game Hunting, Tokyo Game Hunting",3157,1,53200,0.52,General,Global
B,LIFESTYLE,ASIA,nots,jojothejetplane,https://www.tiktok.com/@jojothejetplane,https://www.tiktok.com/@jojothejetplane/video/7568884572788772127,#japanesestreet,6300000,1,1800000,0.51,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,miss.pawinut,https://www.tiktok.com/@miss.pawinut,https://www.tiktok.com/@miss.pawinut/video/7532496139531078934,#japanesestreet,17700,1,868400,0.51,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,zzzuulll,https://www.tiktok.com/@zzzuulll,https://www.tiktok.com/@zzzuulll/video/7553545319024217358,Late Night Things To Do,709600,1,351700,0.5,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,cj.faulk3,https://www.tiktok.com/@cj.faulk3,https://www.tiktok.com/@cj.faulk3/video/7550886006375959838,Late Night Things To Do,8388,1,19900,0.49,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,ureshiitanoshiidaisuki,https://www.tiktok.com/@ureshiitanoshiidaisuki,https://www.tiktok.com/@ureshiitanoshiidaisuki/video/7586991372226301204,Hidden Gems Akasaka,73200,1,53300,0.48,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,eloise.dooley,https://www.tiktok.com/@eloise.dooley,https://www.tiktok.com/@eloise.dooley/video/7606791341716081942,#povjapan,20400,1,23800000,0.46,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,_tokyo__drift,https://www.tiktok.com/@_tokyo__drift,https://www.tiktok.com/@_tokyo__drift/video/7558848555268508946,Tokyo Drift Real Life,18400,1,490300,0.46,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,james____edward,https://www.tiktok.com/@james____edward,https://www.tiktok.com/@james____edward/video/7503615625198161174,Tokyo Solo Travel Men,1800000,1,100000,0.45,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,swenjoo,https://www.tiktok.com/@swenjoo,https://www.tiktok.com/@swenjoo/video/7613469513857666326,#japanesecountryside,48,1,26800,0.44,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,fairichclub,https://www.tiktok.com/@fairichclub,https://www.tiktok.com/@fairichclub/video/7496558370279722248,Tokyo Night Drive,79300,1,611000,0.43,Cinematic,Tabimae (US focus)
B,LIFESTYLE,ASIA,wakupaku,humotti,https://www.tiktok.com/@humotti,https://www.tiktok.com/@humotti/video/7555438820406185223,Japanese Traditional Desserts,736000,1,11800000,0.42,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,sauna_bouya,https://www.tiktok.com/@sauna_bouya,https://www.tiktok.com/@sauna_bouya/video/7584437237698333972,Japanese Sauna Culture,10900,1,101900,0.41,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,itskatholmess,https://www.tiktok.com/@itskatholmess,https://www.tiktok.com/@itskatholmess/video/7590944473723751701,Late Night Things To Do,1995,1,32600,0.41,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,otokohone,https://www.tiktok.com/@otokohone,https://www.tiktok.com/@otokohone/video/7523072530182163742,Relaxing Spots in Tokyo,170,1,179900,0.4,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,ryuseirx7gtr,https://www.tiktok.com/@ryuseirx7gtr,https://www.tiktok.com/@ryuseirx7gtr/video/7602389623188278549,Daikoku PA,1668,1,60500,0.4,General,Tabimae (US focus)
B,LIFESTYLE,ASIA,nots,otokohone,https://www.tiktok.com/@otokohone,https://www.tiktok.com/@otokohone/video/7523072530182163742,#japanesestreet,179,1,195200,0.4,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,kanon_naoi,https://www.tiktok.com/@kanon_naoi,https://www.tiktok.com/@kanon_naoi/video/7579177024036556050,Hidden Gems Akasaka,31300,1,35200,0.4,Hidden Gem,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,yamensanders,https://www.tiktok.com/@yamensanders,https://www.tiktok.com/@yamensanders/video/7596863223165455629,#povjapan,272600,1,2000000,0.39,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,xiungxia88,https://www.tiktok.com/@xiungxia88,https://www.tiktok.com/@xiungxia88/video/7550201292539432199,Japanese Sauna Culture,303400,1,56000,0.39,Cinematic,Tabinaka (JP focus)
B,FOOD,ASIA,zstea,_brittdejesus,https://www.tiktok.com/@_brittdejesus,https://www.tiktok.com/@_brittdejesus/video/7566032657436396830,Wagyu Burger Tokyo Review,180300,1,39500,0.36,Luxury,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,kogi_jp_gourmet,https://www.tiktok.com/@kogi_jp_gourmet,https://www.tiktok.com/@kogi_jp_gourmet/video/7606530771892931861,Japanese Traditional Desserts,131200,1,93300,0.36,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,elmiracle_23,https://www.tiktok.com/@elmiracle_23,https://www.tiktok.com/@elmiracle_23/video/7598560897774210326,JapaneseManicure,875,1,617100,0.36,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,i_love_japan_forever,https://www.tiktok.com/@i_love_japan_forever,https://www.tiktok.com/@i_love_japan_forever/video/7483637830787337494,#japanesestreet,1126,1,141400,0.36,Hidden Gem,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,sakimotobakery,https://www.tiktok.com/@sakimotobakery,https://www.tiktok.com/@sakimotobakery/video/7549511641797332231,Japanese Traditional Desserts,154200,1,2600000,0.34,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,koji_japanese_food,https://www.tiktok.com/@koji_japanese_food,https://www.tiktok.com/@koji_japanese_food/video/7594803762137419016,Japanese Traditional Desserts,449800,1,9800000,0.34,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,vvvvvvssssssx,https://www.tiktok.com/@vvvvvvssssssx,https://www.tiktok.com/@vvvvvvssssssx/video/7502379906114931990,Japanese Sauna Culture,22500,1,627900,0.33,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,dontcalldom,https://www.tiktok.com/@dontcalldom,https://www.tiktok.com/@dontcalldom/video/7567573092227206421,Tokyo Solo Travel Men,1600000,1,312300,0.32,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,donnyjkimball,https://www.tiktok.com/@donnyjkimball,https://www.tiktok.com/@donnyjkimball/video/7567338653739977992,Cultural Workshop Tokyo,183300,1,84700,0.31,Hidden Gem,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,nails_by_asuka,https://www.tiktok.com/@nails_by_asuka,https://www.tiktok.com/@nails_by_asuka/video/7572881827019443476,Anime Nail Art Tokyo,8281,1,65000,0.31,Kawaii,Tabinaka (JP focus)
B,TRAVEL,ASIA,nots,halexstrasza,https://www.tiktok.com/@halexstrasza,https://www.tiktok.com/@halexstrasza/video/7489079648454724871,"#japantravelguide, #japanesecountryside",484,1,263000,0.3,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,hua6542,https://www.tiktok.com/@hua6542,https://www.tiktok.com/@hua6542/video/7520610133618035998,Japanese Sauna Culture,2528,1,128000,0.29,Hidden Gem,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,iamha19957,https://www.tiktok.com/@iamha19957,https://www.tiktok.com/@iamha19957/video/7579200423224036629,Anime Nail Art Tokyo,143000,1,369700,0.29,Kawaii,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,erina_o_,https://www.tiktok.com/@erina_o_,https://www.tiktok.com/@erina_o_/video/7504650925919735045,Japanese Sauna Culture,2380,1,31300,0.29,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,katwthegyat,https://www.tiktok.com/@katwthegyat,https://www.tiktok.com/@katwthegyat/video/7541969469980118302,Tokyo Drift Real Life,89000,1,53200,0.29,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,mexed14,https://www.tiktok.com/@mexed14,https://www.tiktok.com/@mexed14/video/7605949082695191830,Tokyo Solo Travel Men,265800,1,55000,0.29,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,notyour_averagescroll,https://www.tiktok.com/@notyour_averagescroll,https://www.tiktok.com/@notyour_averagescroll/video/7487357355848404254,Tattoo Friendly Sauna Info,4152,1,5600000,0.29,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,devidriad,https://www.tiktok.com/@devidriad,https://www.tiktok.com/@devidriad/video/7498221763466251538,#japansliceoflife,37600,1,10100000,0.28,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,therealmaeurnsmiles,https://www.tiktok.com/@therealmaeurnsmiles,https://www.tiktok.com/@therealmaeurnsmiles/video/7569420186978143506,#japanesestreet,405400,1,96200,0.28,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,jfootballtv,https://www.tiktok.com/@jfootballtv,https://www.tiktok.com/@jfootballtv/video/7614116315778862354,#povjapan,5000000,1,74700,0.26,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,tumu_japanfood,https://www.tiktok.com/@tumu_japanfood,https://www.tiktok.com/@tumu_japanfood/video/7592541477587225863,Japanese Traditional Desserts,238000,1,1200000,0.26,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,daddy.xj,https://www.tiktok.com/@daddy.xj,https://www.tiktok.com/@daddy.xj/video/7522853120427298056,Family Friendly Japan,117400,1,110800,0.25,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,hinatahasihimura,https://www.tiktok.com/@hinatahasihimura,https://www.tiktok.com/@hinatahasihimura/video/7584079555174894868,#japansliceoflife,534,1,419500,0.23,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,divine_body_dream,https://www.tiktok.com/@divine_body_dream,https://www.tiktok.com/@divine_body_dream/video/7581521867542891798,#japanesestreet,46500,1,82900,0.21,Urban/Street,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,imsarafedz,https://www.tiktok.com/@imsarafedz,https://www.tiktok.com/@imsarafedz/video/7504352191491099946,JapaneseManicure,274300,1,72800,0.21,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,rynwchls,https://www.tiktok.com/@rynwchls,https://www.tiktok.com/@rynwchls/video/7578124673897139463,Late Night Things To Do,97100,1,435200,0.19,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,a.s.u.7,https://www.tiktok.com/@a.s.u.7,https://www.tiktok.com/@a.s.u.7/video/7608868772941729042,#animelocations,13900,1,693000,0.18,General,Tabinaka (JP focus)
