Tier,Genre,Ethnicity,Client_Tag,Creator_Name,TikTok_URL,HitVideos_URL,Hit_Keywords,Followers,Hit_Videos,Median_Views,Engagement_Rate,Vibe_Cluster_Hint,Region_Type
B,LIFESTYLE,ASIA,nots,.rickvqz,https://www.tiktok.com/@.rickvqz,https://www.tiktok.com/@.rickvqz/video/7590322158505610526,#povjapan,58100,1,61300000,1.83,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,matcha_films,https://www.tiktok.com/@matcha_films,https://www.tiktok.com/@matcha_films/video/7492713479766330642,Family Friendly Japan,135200,1,27400,1.82,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,rental.trike.boss,https://www.tiktok.com/@rental.trike.boss,https://www.tiktok.com/@rental.trike.boss/video/7547640679355321607,#hiddengemsjapan,66,1,5185,1.81,Hidden Gem,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,dekitabi,https://www.tiktok.com/@dekitabi,https://www.tiktok.com/@dekitabi/video/7496453786244828434,Shibuya Hidden Gems,3616,1,46000,1.8,Hidden Gem,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,langkyston,https://www.tiktok.com/@langkyston,https://www.tiktok.com/@langkyston/video/7482828299320839455,Hidden Gems Akasaka,19600,1,99500,1.8,Luxury,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,leaistraveling,https://www.tiktok.com/@leaistraveling,https://www.tiktok.com/@leaistraveling/video/7593378421976091917,JapaneseManicure,22100,1,8311,1.8,General,Tabinaka (JP focus)
B,TRAVEL,ASIA,nots,hwung_travel,https://www.tiktok.com/@hwung_travel,https://www.tiktok.com/@hwung_travel/video/7596719204204645650,#japanitinerary,20100,1,160100,1.79,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,jamseylau,https://www.tiktok.com/@jamseylau,https://www.tiktok.com/@jamseylau/video/7530626335291575608,Japanese Sauna Culture,61500,1,132900,1.78,Luxury,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,fab1an105,https://www.tiktok.com/@fab1an105,https://www.tiktok.com/@fab1an105/video/7575656378220432662,Late Night Things To Do,796,1,66400,1.78,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,map_of_mirage,https://www.tiktok.com/@map_of_mirage,https://www.tiktok.com/@map_of_mirage/video/7545908983089892616,#hiddengemsjapan,10100,1,1800000,1.74,Hidden Gem,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,exploretokyodomecity,https://www.tiktok.com/@exploretokyodomecity,https://www.tiktok.com/@exploretokyodomecity/video/7596864216737336592,Relaxing Spots in Tokyo,16100,1,15900,1.74,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,concrete._dreams._,https://www.tiktok.com/@concrete._dreams._,https://www.tiktok.com/@concrete._dreams._/video/7520443792206466317,Tokyo Night Drive,1519,1,10900,1.74,Cinematic,Tabimae (US focus)
B,EXPERIENCE,ASIA,creha,umamimastravel,https://www.tiktok.com/@umamimastravel,https://www.tiktok.com/@umamimastravel/video/7563393179236535565,Tokyo Game Hunting,5435,1,8780,1.73,Hidden Gem,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,exploretokyodomecity,https://www.tiktok.com/@exploretokyodomecity,https://www.tiktok.com/@exploretokyodomecity/video/7596864216737336592,Tokyo Travel Itinerary Beauty,16100,1,16200,1.73,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,funnylittlesheep,https://www.tiktok.com/@funnylittlesheep,https://www.tiktok.com/@funnylittlesheep/video/7589539839868013845,Family Friendly Japan,27600,1,24600,1.72,Luxury,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,minaalexis_,https://www.tiktok.com/@minaalexis_,https://www.tiktok.com/@minaalexis_/video/7480234017292373290,Best Japanese Nail Art,366600,1,26900,1.72,Cinematic,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,alvi333_,https://www.tiktok.com/@alvi333_,https://www.tiktok.com/@alvi333_/video/7514567469185518894,Shibuya Hidden Gems,89,1,5465,1.7,Hidden Gem,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,wanderingmaejp,https://www.tiktok.com/@wanderingmaejp,https://www.tiktok.com/@wanderingmaejp/video/7530642410909502727,Relaxing Spots in Tokyo,12500,1,68800,1.7,Hidden Gem,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,pixi.adores,https://www.tiktok.com/@pixi.adores,https://www.tiktok.com/@pixi.adores/video/7482200618300378410,Late Night Things To Do,5812,1,1100000,1.69,Urban/Street,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,samjtodd,https://www.tiktok.com/@samjtodd,https://www.tiktok.com/@samjtodd/video/7581304683122150674,PrivateSalonTokyo,275900,1,121600,1.69,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,travel.japan_together,https://www.tiktok.com/@travel.japan_together,https://www.tiktok.com/@travel.japan_together/video/7604108893819538696,Shibuya Hidden Gems,114200,1,5849,1.69,Hidden Gem,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,wanderingmaejp,https://www.tiktok.com/@wanderingmaejp,https://www.tiktok.com/@wanderingmaejp/video/7530642410909502727,Tokyo Solo Female Travel,12500,1,69100,1.69,Hidden Gem,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,ahmedmtex,https://www.tiktok.com/@ahmedmtex,https://www.tiktok.com/@ahmedmtex/video/7609573526374206742,#japanesecountryside,1107,1,11500,1.68,Traditional/Zen,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,ur.japan.guide.ak,https://www.tiktok.com/@ur.japan.guide.ak,https://www.tiktok.com/@ur.japan.guide.ak/video/7555545888983158034,Shibuya Hidden Gems,2400,1,9310,1.68,Hidden Gem,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,evelynpang0,https://www.tiktok.com/@evelynpang0,https://www.tiktok.com/@evelynpang0/video/7575723517145140510,Best Japanese Nail Art,9233,1,32100,1.67,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,studio_nabi,https://www.tiktok.com/@studio_nabi,https://www.tiktok.com/@studio_nabi/video/7564534863877950775,PrivateSalonTokyo,165,1,8595,1.65,Hidden Gem,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,tinapakk,https://www.tiktok.com/@tinapakk,https://www.tiktok.com/@tinapakk/video/7484176675425602834,Cultural Workshop Tokyo,6779,1,6050,1.64,Cinematic,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,shaunwanders,https://www.tiktok.com/@shaunwanders,https://www.tiktok.com/@shaunwanders/video/7598993258173320479,English Friendly Tokyo Guide,11300,1,27100,1.64,Traditional/Zen,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,mapoutofu,https://www.tiktok.com/@mapoutofu,https://www.tiktok.com/@mapoutofu/video/7519799539558124808,Tokyo Game Hunting,93700,1,12500,1.64,Kawaii,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,chasing.experiences,https://www.tiktok.com/@chasing.experiences,https://www.tiktok.com/@chasing.experiences/video/7517395927426944287,Relaxing Spots in Tokyo,360,1,32400,1.63,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,sensei_wu_,https://www.tiktok.com/@sensei_wu_,https://www.tiktok.com/@sensei_wu_/video/7609011041397198094,#povjapan,32400,1,2400000,1.61,Urban/Street,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,huli.j1ng,https://www.tiktok.com/@huli.j1ng,https://www.tiktok.com/@huli.j1ng/video/7561619789911756046,Tokyo Nail Salon English Speaking,1522,1,7244,1.6,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,anisatyladiessalon,https://www.tiktok.com/@anisatyladiessalon,https://www.tiktok.com/@anisatyladiessalon/video/7520951292429077768,JapaneseManicure,12000,1,146700,1.6,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,nailsxanalysse,https://www.tiktok.com/@nailsxanalysse,https://www.tiktok.com/@nailsxanalysse/video/7484671268331998494,Best Japanese Nail Art,99400,1,63500,1.6,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,certifiedmomojojo,https://www.tiktok.com/@certifiedmomojojo,https://www.tiktok.com/@certifiedmomojojo/video/7513378866237443374,Japan Gift Ideas,37700,1,104500,1.6,Kawaii,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,imhometokyo,https://www.tiktok.com/@imhometokyo,https://www.tiktok.com/@imhometokyo/video/7604417522351312136,#japansliceoflife,31000,1,1000000,1.59,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,ghostlinejdm7,https://www.tiktok.com/@ghostlinejdm7,https://www.tiktok.com/@ghostlinejdm7/video/7554672192575786262,Tokyo Car Meet,117,1,33400,1.58,Hidden Gem,Global
B,EXPERIENCE,AMERICA,creha,soeren.537,https://www.tiktok.com/@soeren.537,https://www.tiktok.com/@soeren.537/video/7504612742616108310,"Tokyo Car Meet, Tokyo Drift Real Life, Daikoku PA, JDM Tokyo",2842,1,559400,1.58,Urban/Street,Global
B,EXPERIENCE,AMERICA,creha,eldanlifestyle,https://www.tiktok.com/@eldanlifestyle,https://www.tiktok.com/@eldanlifestyle/video/7493797931808460040,Tokyo Drift Real Life,9760,1,1600000,1.56,General,Global
B,LIFESTYLE,ASIA,wakupaku,veggiekins,https://www.tiktok.com/@veggiekins,https://www.tiktok.com/@veggiekins/video/7514766406873779486,Vegan Sweets Tokyo,259000,1,19400,1.54,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,japanbringhome,https://www.tiktok.com/@japanbringhome,https://www.tiktok.com/@japanbringhome/video/7553166305973521684,Akihabara Hidden Gems,3049,1,187200,1.53,General,Global
B,LIFESTYLE,ASIA,nots,marvundercover,https://www.tiktok.com/@marvundercover,https://www.tiktok.com/@marvundercover/video/7541503703367290126,#povjapan,24,1,57000,1.52,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,helloitseca,https://www.tiktok.com/@helloitseca,https://www.tiktok.com/@helloitseca/video/7535107258607242504,Relaxing Spots in Tokyo,2907,1,67100,1.52,General,Tabinaka (JP focus)
B,FOOD,ASIA,zstea,joy_meshi_japan,https://www.tiktok.com/@joy_meshi_japan,https://www.tiktok.com/@joy_meshi_japan/video/7493091168293522695,Shinjuku Gyoen Food Guide,84800,1,247000,1.52,Hidden Gem,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,yukachannel,https://www.tiktok.com/@yukachannel,https://www.tiktok.com/@yukachannel/video/7489085205555219767,#povjapan,3000000,1,3400000,1.5,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,alexniwata,https://www.tiktok.com/@alexniwata,https://www.tiktok.com/@alexniwata/video/7601052054358019358,Tokyo DIY Workshop,1200000,1,5675,1.5,Traditional/Zen,Global
B,EXPERIENCE,ASIA,tokyosauna,plaza.homes,https://www.tiktok.com/@plaza.homes,https://www.tiktok.com/@plaza.homes/video/7564602107169656084,Hidden Gems Akasaka,1020,1,23400,1.49,Urban/Street,Tabinaka (JP focus)
B,TRAVEL,ASIA,nots,the.japan.walking.show,https://www.tiktok.com/@the.japan.walking.show,https://www.tiktok.com/@the.japan.walking.show/video/7557792759839608071,"#japantravelguide, #japanesestreet, #povjapan",397,1,103700,1.46,Cinematic,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,onlyjdm.tokyo,https://www.tiktok.com/@onlyjdm.tokyo,https://www.tiktok.com/@onlyjdm.tokyo/video/7556513594569919761,JDM Tokyo,4725,1,6971,1.45,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,nailoir_,https://www.tiktok.com/@nailoir_,https://www.tiktok.com/@nailoir_/video/7543012465479650592,JapaneseManicure,1314,1,84100,1.44,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,shintaro_tik,https://www.tiktok.com/@shintaro_tik,https://www.tiktok.com/@shintaro_tik/video/7579658448481029383,#japanesestreet,75400,1,1300000,1.43,Urban/Street,Tabinaka (JP focus)
B,FOOD,ASIA,zstea,sophiazayas,https://www.tiktok.com/@sophiazayas,https://www.tiktok.com/@sophiazayas/video/7501119173972479263,Shinjuku Gyoen Food Guide,493,1,25200,1.43,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,inizoya2,https://www.tiktok.com/@inizoya2,https://www.tiktok.com/@inizoya2/video/7522844676387343622,#povjapan,7338,1,935600,1.42,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,japanguide,https://www.tiktok.com/@japanguide,https://www.tiktok.com/@japanguide/video/7542751367098682631,Unique Japan Souvenirs,14500,1,12200,1.4,Hidden Gem,Tabinaka (JP focus)
B,TRAVEL,ASIA,nots,sawasdeecam,https://www.tiktok.com/@sawasdeecam,https://www.tiktok.com/@sawasdeecam/video/7572987145258847506,#japanitinerary,2792,1,67300,1.38,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,africawassup,https://www.tiktok.com/@africawassup,https://www.tiktok.com/@africawassup/video/7533783896572464415,Tokyo Solo Travel Men,569,1,517700,1.36,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,dr4g0nk1tty,https://www.tiktok.com/@dr4g0nk1tty,https://www.tiktok.com/@dr4g0nk1tty/video/7574750884463234318,Vegan Sweets Tokyo,1615,1,41600,1.35,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,hakka2025,https://www.tiktok.com/@hakka2025,https://www.tiktok.com/@hakka2025/video/7529069450310470919,#japanesecountryside,6259,1,332100,1.35,General,Tabinaka (JP focus)
B,TRAVEL,ASIA,nots,chiejy,https://www.tiktok.com/@chiejy,https://www.tiktok.com/@chiejy/video/7613570062510755079,"#japanitinerary, #japantravelguide",141800,1,6377,1.35,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,who1mtoday,https://www.tiktok.com/@who1mtoday,https://www.tiktok.com/@who1mtoday/video/7581186630900288788,Tokyo Solo Female Travel,360,1,238700,1.33,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,mooksirada,https://www.tiktok.com/@mooksirada,https://www.tiktok.com/@mooksirada/video/7535493466613222664,Tokyo DIY Workshop,27700,1,58600,1.32,General,Global
B,EXPERIENCE,ASIA,creha,jheisonmolanodj,https://www.tiktok.com/@jheisonmolanodj,https://www.tiktok.com/@jheisonmolanodj/video/7586750843928448277,Tokyo Drift Real Life,167800,1,450300,1.31,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,pierrahh,https://www.tiktok.com/@pierrahh,https://www.tiktok.com/@pierrahh/video/7594947797636369719,Tokyo Solo Female Travel,70800,1,82500,1.3,Luxury,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,pierrahh,https://www.tiktok.com/@pierrahh,https://www.tiktok.com/@pierrahh/video/7594947797636369719,Tokyo Solo Travel Men,70800,1,82200,1.3,Luxury,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,only.injapan,https://www.tiktok.com/@only.injapan,https://www.tiktok.com/@only.injapan/video/7553641858459503902,Unique Japan Souvenirs,42100,1,6701,1.3,General,Tabinaka (JP focus)
B,TRAVEL,ASIA,nots,mytabi_travel,https://www.tiktok.com/@mytabi_travel,https://www.tiktok.com/@mytabi_travel/video/7611534061894438152,#japanitinerary,111000,1,8243,1.3,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,whispa_creations,https://www.tiktok.com/@whispa_creations,https://www.tiktok.com/@whispa_creations/video/7525563267515829526,#japansliceoflife,6480,1,11600,1.29,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,thatgirlmel3,https://www.tiktok.com/@thatgirlmel3,https://www.tiktok.com/@thatgirlmel3/video/7571631249492544799,Tokyo Solo Female Travel,464300,1,40400,1.29,Cinematic,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,cat.vlr,https://www.tiktok.com/@cat.vlr,https://www.tiktok.com/@cat.vlr/video/7544848812695653653,Tokyo Jet Lag Cure,78,1,12800,1.28,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,mrtechybeard,https://www.tiktok.com/@mrtechybeard,https://www.tiktok.com/@mrtechybeard/video/7584027601459596566,Japan Retro Game Hunting,5114,1,21900,1.28,General,Global
B,LIFESTYLE,ASIA,nots,angelstictoc,https://www.tiktok.com/@angelstictoc,https://www.tiktok.com/@angelstictoc/video/7591266342012062990,#povjapan,11800,1,222900,1.27,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,tnb_iphone_view,https://www.tiktok.com/@tnb_iphone_view,https://www.tiktok.com/@tnb_iphone_view/video/7554984353734987028,#japanesestreet,90600,1,426800,1.27,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,rflh__cars,https://www.tiktok.com/@rflh__cars,https://www.tiktok.com/@rflh__cars/video/7516974299048070405,JDM Tokyo,383,1,382700,1.27,Cinematic,Tabimae (US focus)
B,BEAUTY,ASIA,cafune,koocat,https://www.tiktok.com/@koocat,https://www.tiktok.com/@koocat/video/7565906791394037000,PrivateSalonTokyo,334600,1,50600,1.27,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,loverboards,https://www.tiktok.com/@loverboards,https://www.tiktok.com/@loverboards/video/7566924028347305247,Tokyo Travel Itinerary Beauty,583300,1,29600,1.26,Urban/Street,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,apple_mangoo,https://www.tiktok.com/@apple_mangoo,https://www.tiktok.com/@apple_mangoo/video/7595669306168397076,#japansliceoflife,61,1,6704,1.25,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,gaming.broductions,https://www.tiktok.com/@gaming.broductions,https://www.tiktok.com/@gaming.broductions/video/7486151179924196639,Japan Retro Game Hunting,2993,1,23200,1.25,General,Global
B,EXPERIENCE,AMERICA,creha,emily.vray,https://www.tiktok.com/@emily.vray,https://www.tiktok.com/@emily.vray/video/7577732496217902357,Daikoku PA,490,1,7609,1.24,General,Tabimae (US focus)
B,EXPERIENCE,ASIA,tokyosauna,nickgasparovic,https://www.tiktok.com/@nickgasparovic,https://www.tiktok.com/@nickgasparovic/video/7530847525863951646,Late Night Things To Do,16100,1,161000,1.24,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,kurisuu06,https://www.tiktok.com/@kurisuu06,https://www.tiktok.com/@kurisuu06/video/7564050514489380127,#japansliceoflife,15300,1,991800,1.24,Kawaii,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,musametas,https://www.tiktok.com/@musametas,https://www.tiktok.com/@musametas/video/7490155078301617430,Tokyo Car Meet,105900,1,46100,1.24,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,tashafarsaci,https://www.tiktok.com/@tashafarsaci,https://www.tiktok.com/@tashafarsaci/video/7479964933396892971,Best Japanese Nail Art,35900,1,68800,1.23,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,po_views,https://www.tiktok.com/@po_views,https://www.tiktok.com/@po_views/video/7578696197125328142,Tokyo Solo Travel Men,2487,1,64100,1.22,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,ainyan_04,https://www.tiktok.com/@ainyan_04,https://www.tiktok.com/@ainyan_04/video/7515465460842908948,Best Japanese Nail Art,1339,1,42000,1.22,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,flamiparadiso,https://www.tiktok.com/@flamiparadiso,https://www.tiktok.com/@flamiparadiso/video/7582991490473823510,"Luxury Spa Japan, Best Wellness Tokyo",2801,1,5801,1.21,Luxury,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,sdg.wraps,https://www.tiktok.com/@sdg.wraps,https://www.tiktok.com/@sdg.wraps/video/7596972249437965582,Daikoku PA,455,1,16200,1.21,General,Global
B,BEAUTY,ASIA,cafune,nailsbyestherz,https://www.tiktok.com/@nailsbyestherz,https://www.tiktok.com/@nailsbyestherz/video/7496476873396882743,Tokyo Nail Salon English Speaking,20900,1,19500,1.19,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,faaizs,https://www.tiktok.com/@faaizs,https://www.tiktok.com/@faaizs/video/7600793286147656981,Japanese Traditional Desserts,1117,1,38100,1.18,Traditional/Zen,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,stateofdani,https://www.tiktok.com/@stateofdani,https://www.tiktok.com/@stateofdani/video/7568887682181369102,Japan Gift Ideas,23200,1,82200,1.18,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,cutenail_ptk,https://www.tiktok.com/@cutenail_ptk,https://www.tiktok.com/@cutenail_ptk/video/7525697298366467335,Best Japanese Nail Art,1455,1,784800,1.17,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,ruthhdcii,https://www.tiktok.com/@ruthhdcii,https://www.tiktok.com/@ruthhdcii/video/7483488985365400840,#japansliceoflife,29800,1,296300,1.17,Cinematic,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,treniestudio,https://www.tiktok.com/@treniestudio,https://www.tiktok.com/@treniestudio/video/7511566089961213205,Anime Nail Art Tokyo,20500,1,44700,1.17,Kawaii,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,ianguillenv,https://www.tiktok.com/@ianguillenv,https://www.tiktok.com/@ianguillenv/video/7602850381458099470,Tokyo Drift Real Life,145200,1,200800,1.17,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,carlytravely,https://www.tiktok.com/@carlytravely,https://www.tiktok.com/@carlytravely/video/7494934759110479126,Tokyo DIY Workshop,46800,1,8030,1.16,General,Global
B,BEAUTY,ASIA,cafune,kentaro_ct,https://www.tiktok.com/@kentaro_ct,https://www.tiktok.com/@kentaro_ct/video/7522265717362756871,PrivateSalonTokyo,4267,1,79800,1.15,Kawaii,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,rickxcontreras,https://www.tiktok.com/@rickxcontreras,https://www.tiktok.com/@rickxcontreras/video/7523180886846704909,Tokyo Drift Real Life,18000,1,48800,1.15,Urban/Street,Tabimae (US focus)
B,EXPERIENCE,ASIA,tokyosauna,doseofsanj,https://www.tiktok.com/@doseofsanj,https://www.tiktok.com/@doseofsanj/video/7528546730602663190,Tokyo Solo Travel Men,56800,1,103000,1.14,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,carstook,https://www.tiktok.com/@carstook,https://www.tiktok.com/@carstook/video/7533254816777112854,JDM Tokyo,858,1,78100,1.13,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,japan_of_japan_,https://www.tiktok.com/@japan_of_japan_,https://www.tiktok.com/@japan_of_japan_/video/7593441458905353479,Japanese Sauna Culture,32300,1,11300,1.13,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,chanlico1125,https://www.tiktok.com/@chanlico1125,https://www.tiktok.com/@chanlico1125/video/7594832071437110548,Daikoku PA,217,1,37900,1.11,Hidden Gem,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,nailsbyazra__,https://www.tiktok.com/@nailsbyazra__,https://www.tiktok.com/@nailsbyazra__/video/7483272097410616598,JapaneseManicure,1490,1,81000,1.09,Hidden Gem,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,biancamascenon,https://www.tiktok.com/@biancamascenon,https://www.tiktok.com/@biancamascenon/video/7533892178163043591,English Friendly Tokyo Guide,41500,1,7046,1.09,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,angelina.pj,https://www.tiktok.com/@angelina.pj,https://www.tiktok.com/@angelina.pj/video/7599780360771259651,Tokyo Jet Lag Cure,1000000,1,89900,1.07,General,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,blinkaria,https://www.tiktok.com/@blinkaria,https://www.tiktok.com/@blinkaria/video/7553786680923163926,JapaneseManicure,776900,1,13800,1.07,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,furugiya_penny,https://www.tiktok.com/@furugiya_penny,https://www.tiktok.com/@furugiya_penny/video/7513941214664658183,Akihabara Hidden Gems,64800,1,92100,1.07,General,Tabimae (US focus)
B,LIFESTYLE,ASIA,nots,yaseenthatguy,https://www.tiktok.com/@yaseenthatguy,https://www.tiktok.com/@yaseenthatguy/video/7614344002107608333,#animelocations,704900,1,7524,1.06,Kawaii,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,creha,cozytoastyy,https://www.tiktok.com/@cozytoastyy,https://www.tiktok.com/@cozytoastyy/video/7521907144698973454,Tokyo Game Hunting,16100,1,21300,1.04,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,jafun_finds,https://www.tiktok.com/@jafun_finds,https://www.tiktok.com/@jafun_finds/video/7591662813601352978,Relaxing Spots in Tokyo,10300,1,18600,1.03,Hidden Gem,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,kalogerasxdelilah,https://www.tiktok.com/@kalogerasxdelilah,https://www.tiktok.com/@kalogerasxdelilah/video/7520225192698727686,Best Japanese Nail Art,1568,1,15900,1.02,Cinematic,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,santistorm_,https://www.tiktok.com/@santistorm_,https://www.tiktok.com/@santistorm_/video/7611494686238182678,#japansliceoflife,545900,1,42600,1.02,Vlog,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,nails.murr.luxe,https://www.tiktok.com/@nails.murr.luxe,https://www.tiktok.com/@nails.murr.luxe/video/7485133268979895574,JapaneseManicure,4413,1,467000,1.01,Luxury,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,nots,kid__65,https://www.tiktok.com/@kid__65,https://www.tiktok.com/@kid__65/video/7554298891865246996,#japanesestreet,24200,1,2700000,1.01,Urban/Street,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,thaimilktea01_,https://www.tiktok.com/@thaimilktea01_,https://www.tiktok.com/@thaimilktea01_/video/7557309570842938625,Tokyo Solo Travel Men,1054,1,33400,1,General,Tabinaka (JP focus)
B,EXPERIENCE,ASIA,tokyosauna,king.dreii,https://www.tiktok.com/@king.dreii,https://www.tiktok.com/@king.dreii/video/7578078331493453074,Best Wellness Tokyo,1800000,1,27600,0.99,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,travel.student0129,https://www.tiktok.com/@travel.student0129,https://www.tiktok.com/@travel.student0129/video/7480905261008538888,Family Friendly Japan,232000,1,27700000,0.98,General,Tabinaka (JP focus)
B,EXPERIENCE,AMERICA,creha,official_mariagarcia,https://www.tiktok.com/@official_mariagarcia,https://www.tiktok.com/@official_mariagarcia/video/7520067094554152206,Tokyo Car Meet,490800,1,18900,0.98,General,Global
B,LIFESTYLE,ASIA,nots,travel.student0129,https://www.tiktok.com/@travel.student0129,https://www.tiktok.com/@travel.student0129/video/7480905261008538888,#hiddengemsjapan,232000,1,27700000,0.98,General,Tabinaka (JP focus)
B,LIFESTYLE,ASIA,wakupaku,goldentoastedsammy,https://www.tiktok.com/@goldentoastedsammy,https://www.tiktok.com/@goldentoastedsammy/video/7574819635456003335,Family Friendly Japan,1240,1,6131,0.98,Luxury,Tabinaka (JP focus)
B,BEAUTY,ASIA,cafune,k0ristina,https://www.tiktok.com/@k0ristina,https://www.tiktok.com/@k0ristina/video/7581246536273759543,Best Japanese Nail Art,62000,1,83800,0.97,General,Tabinaka (JP focus)
